SID,correct_response,context,optimal_response,stim_gender,stim_chosen,reward_possible,,,,,mating,neutral,status,
210,39,mating,37,f,80,1,,,,,,,,
210,39,neutral,37,f,80,5,,,,,,,,
210,39,mating,39,m,80,1,,,,,,,,
210,39,status,39,f,80,1,,,,,,,,
210,39,status,39,f,80,5,,,,,,,,
210,37,neutral,37,f,80,5,,,,,,,,
210,39,mating,39,m,80,5,,,,,,,,
210,37,neutral,39,m,80,1,,,,,,,,
210,39,mating,39,m,80,5,,,,,,,,
210,37,status,37,m,80,1,,,,,,,,
210,37,mating,37,f,80,1,,,,,,,,
210,37,neutral,37,f,80,1,,,,,,,,
210,39,mating,39,m,80,1,,,,,,,,
210,37,neutral,37,f,80,5,,,,,,,,
210,39,mating,37,f,80,5,,,,,,,,
210,39,status,39,f,80,1,,,,,,,,
210,39,neutral,39,m,80,1,,,,,,,,
210,37,status,37,m,80,5,,,,,,,,
210,37,status,37,m,80,5,,,,,,,,
210,39,neutral,39,m,80,5,,,,,,,,
210,37,neutral,39,m,80,5,,,,,,,,
210,39,neutral,39,m,80,1,,,,,,,,
210,37,status,37,m,80,5,,,,,,,,
210,39,neutral,39,m,80,5,,,,,,,,
210,37,neutral,37,f,80,5,,,,,,,,
210,39,neutral,39,m,80,1,,,,,,,,
210,39,status,39,f,80,5,,,,,,,,
210,37,status,37,m,80,1,,,,,,,,
210,39,status,37,m,80,1,,,,,,,,
210,39,mating,39,m,80,5,,,,,,,,
210,37,mating,37,f,80,1,,,,,,,,
210,37,status,37,m,80,1,,,,,,,,
210,39,mating,39,m,80,5,,,,,,,,
210,39,mating,39,m,80,1,,,,,,,,
210,39,mating,37,f,80,5,,,,,,,,
210,39,status,39,f,80,5,,,,,,,,
210,37,status,37,m,80,5,,,,,,,,
210,39,mating,39,m,80,1,,,,,,,,
210,37,neutral,39,m,80,1,,,,,,,,
210,39,status,39,f,80,1,,,,,,,,
210,39,mating,39,m,80,1,,,,,,,,
210,39,status,37,m,80,5,,,,,,,,
210,39,status,37,m,80,1,,,,,,,,
210,39,status,39,f,80,5,,,,,,,,
210,37,neutral,37,f,80,1,,,,,,,,
210,39,neutral,39,m,80,5,,,,,,,,
210,37,mating,37,f,80,1,,,,,,,,
210,37,status,39,f,80,1,,,,,,,,
210,37,status,37,m,80,5,,,,,,,,
210,37,neutral,39,m,80,5,,,,,,,,
210,37,mating,37,f,80,5,,,,,,,,
210,39,mating,39,m,80,5,,,,,,,,
210,39,mating,37,f,80,5,,,,,,,,
210,39,mating,39,m,80,1,,,,,,,,
210,37,neutral,37,f,80,5,,,,,,,,
210,37,neutral,37,f,80,1,,,,,,,,
210,39,status,39,f,80,5,,,,,,,,
210,39,neutral,37,f,80,5,,,,,,,,
210,37,status,37,m,80,1,,,,,,,,
210,39,mating,39,m,80,5,,,,,,,,
210,37,neutral,39,m,80,1,,,,,,,,
210,37,mating,37,f,80,5,,,,,,,,
210,39,status,39,f,80,1,,,,,,,,
210,39,mating,39,m,80,5,,,,,,,,
210,37,status,37,m,80,1,,,,,,,,
210,37,mating,37,f,80,1,,,,,,,,
210,39,neutral,39,m,80,5,,,,,,,,
210,37,neutral,39,m,80,1,,,,,,,,
210,39,mating,39,m,80,1,,,,,,,,
210,37,mating,39,m,80,5,,,,,,,,
210,37,neutral,37,f,80,1,,,,,,,,
210,37,neutral,39,m,80,1,,,,,,,,
210,37,mating,37,f,80,1,,,,,,,,
210,39,status,39,f,80,1,,,,,,,,
210,39,status,39,f,80,5,,,,,,,,
210,39,neutral,39,m,80,1,,,,,,,,
210,37,neutral,39,m,80,5,,,,,,,,
210,39,mating,39,m,80,1,,,,,,,,
210,39,neutral,39,m,80,5,,,,,,,,
210,37,status,39,f,80,5,,,,,,,,
210,37,status,39,f,80,5,,,,,,,,
210,37,mating,37,f,80,5,,,,,,,,
210,37,mating,37,f,80,1,,,,,,,,
210,37,neutral,37,f,80,5,,,,,,,,
210,39,mating,37,f,80,1,,,,,,,,
210,37,neutral,39,m,80,1,,,,,,,,
210,39,mating,39,m,80,1,,,,,,,,
210,37,mating,37,f,80,5,,,,,,,,
210,39,mating,39,m,80,5,,,,,,,,
210,37,status,37,m,80,5,,,,,,,,
210,39,neutral,39,m,80,5,,,,,,,,
210,39,mating,39,m,80,1,,,,,,,,
210,37,mating,39,m,80,5,,,,,,,,
210,37,neutral,37,f,80,1,,,,,,,,
210,39,mating,39,m,80,1,,,,,,,,
210,39,status,39,f,80,1,,,,,,,,
210,37,mating,37,f,80,1,,,,,,,,
210,37,status,37,m,80,5,,,,,,,,
210,39,status,39,f,80,1,,,,,,,,
210,39,status,39,f,80,5,,,,,,,,
210,37,status,37,m,80,5,,,,,,,,
210,39,mating,39,m,80,5,,,,,,,,
210,39,mating,37,f,80,1,,,,,,,,
210,37,mating,39,m,80,5,,,,,,,,
210,39,neutral,39,m,80,1,,,,,,,,
210,37,status,37,m,80,1,,,,,,,,
210,39,status,37,m,80,1,,,,,,,,
210,37,neutral,37,f,80,1,,,,,,,,
210,37,neutral,37,f,80,5,,,,,,,,
210,39,neutral,39,m,80,1,,,,,,,,
210,37,neutral,37,f,80,1,,,,,,,,
210,37,neutral,39,m,80,5,,,,,,,,
210,37,mating,37,f,80,1,,,,,,,,
210,37,mating,39,m,80,1,,,,,,,,
210,37,neutral,37,f,80,1,,,,,,,,
210,37,status,39,f,80,5,,,,,,,,
210,39,mating,37,f,80,5,,,,,,,,
210,39,mating,39,m,80,5,,,,,,,,
210,39,neutral,39,m,80,1,,,,,,,,
210,39,mating,39,m,80,1,,,,,,,,
210,37,mating,37,f,80,5,,,,,,,,
210,39,mating,39,m,80,5,,,,,,,,
210,39,neutral,37,f,80,5,,,,,,,,
210,37,status,37,m,80,5,,,,,,,,
210,39,mating,39,m,80,1,,,,,,,,
210,39,neutral,39,m,80,1,,,,,,,,
210,39,status,39,f,80,1,,,,,,,,
210,39,neutral,39,m,80,5,,,,,,,,
210,39,status,39,f,80,1,,,,,,,,
210,37,status,37,m,80,5,,,,,,,,
210,37,mating,37,f,80,5,,,,,,,,
210,37,neutral,37,f,80,1,,,,,,,,
210,39,neutral,37,f,80,1,,,,,,,,
210,37,status,37,m,80,5,,,,,,,,
210,37,status,39,f,80,1,,,,,,,,
210,39,status,37,m,80,1,,,,,,,,
210,37,mating,39,m,80,5,,,,,,,,
210,37,status,39,f,80,1,,,,,,,,
210,39,mating,39,m,80,1,,,,,,,,
210,37,status,37,m,80,1,,,,,,,,
210,39,neutral,39,m,80,5,,,,,,,,
210,39,neutral,37,f,80,5,,,,,,,,
210,37,status,37,m,80,5,,,,,,,,
210,39,status,39,f,80,5,,,,,,,,
210,39,neutral,39,m,80,1,,,,,,,,
210,37,mating,37,f,80,5,,,,,,,,
210,39,neutral,39,m,80,5,,,,,,,,
210,37,neutral,37,f,80,1,,,,,,,,
210,39,mating,37,f,80,5,,,,,,,,
210,39,neutral,39,m,80,5,,,,,,,,
210,37,mating,37,f,80,5,,,,,,,,
210,39,status,39,f,80,5,,,,,,,,
210,39,mating,39,m,80,5,,,,,,,,
210,39,neutral,39,m,80,5,,,,,,,,
210,37,neutral,37,f,80,1,,,,,,,,
210,37,status,37,m,80,5,,,,,,,,
210,37,neutral,37,f,80,1,,,,,,,,
210,39,neutral,39,m,80,5,,,,,,,,
210,37,status,37,m,80,5,,,,,,,,
210,39,status,39,f,80,1,,,,,,,,
210,37,status,37,m,80,1,,,,,,,,
210,39,neutral,39,m,80,1,,,,,,,,
210,39,mating,39,m,80,1,,,,,,,,
210,37,status,37,m,80,5,,,,,,,,
210,39,mating,39,m,80,1,,,,,,,,
210,39,status,39,f,80,1,,,,,,,,
210,39,mating,39,m,80,5,,,,,,,,
210,37,mating,37,f,80,1,,,,,,,,
210,39,status,39,f,80,5,,,,,,,,
210,39,status,37,m,80,1,,,,,,,,
210,37,mating,39,m,80,5,,,,,,,,
210,39,status,37,m,80,1,,,,,,,,
210,39,mating,39,m,80,1,,,,,,,,
210,37,status,37,m,80,5,,,,,,,,
210,39,status,39,f,80,5,,,,,,,,
210,39,neutral,37,f,80,5,,,,,,,,
210,37,mating,37,f,80,1,,,,,,,,
210,37,mating,37,f,80,5,,,,,,,,
210,39,mating,39,m,80,1,,,,,,,,
210,39,neutral,39,m,80,1,,,,,,,,
210,39,neutral,37,f,80,1,,,,,,,,
210,39,status,39,f,80,5,,,,,,,,
210,39,mating,39,m,80,5,,,,,,,,
210,37,neutral,39,m,80,1,,,,,,,,
210,39,neutral,39,m,80,5,,,,,,,,
210,37,mating,37,f,80,1,,,,,,,,
210,37,neutral,37,f,80,5,,,,,,,,
210,39,neutral,37,f,80,5,,,,,,,,
210,39,neutral,39,m,80,5,,,,,,,,
210,39,mating,39,m,80,1,,,,,,,,
210,37,mating,37,f,80,5,,,,,,,,
210,37,mating,37,f,80,5,,,,,,,,
210,37,status,37,m,80,1,,,,,,,,
210,37,status,37,m,80,5,,,,,,,,
210,37,neutral,37,f,80,5,,,,,,,,
210,39,neutral,39,m,80,1,,,,,,,,
210,37,neutral,39,m,80,1,,,,,,,,
210,37,neutral,37,f,80,1,,,,,,,,
210,39,mating,39,m,80,5,,,,,,,,
210,39,neutral,39,m,80,1,,,,,,,,
210,37,status,37,m,80,5,,,,,,,,
210,39,status,39,f,80,5,,,,,,,,
210,39,mating,39,m,80,1,,,,,,,,
210,39,mating,37,f,80,1,,,,,,,,
210,37,neutral,39,m,80,1,,,,,,,,
210,37,status,37,m,80,1,,,,,,,,
210,39,status,39,f,80,1,,,,,,,,
210,37,neutral,39,m,80,5,,,,,,,,
210,37,neutral,37,f,80,1,,,,,,,,
210,39,mating,39,m,80,5,,,,,,,,
210,39,mating,39,m,80,1,,,,,,,,
210,37,status,39,f,80,1,,,,,,,,
210,37,status,37,m,80,1,,,,,,,,
210,39,mating,39,m,80,5,,,,,,,,
210,39,status,39,f,80,5,,,,,,,,
210,37,neutral,39,m,80,5,,,,,,,,
210,37,mating,37,f,80,5,,,,,,,,
210,39,status,39,f,80,1,,,,,,,,
210,39,status,39,f,80,5,,,,,,,,
210,39,mating,39,m,80,1,,,,,,,,
210,37,mating,37,f,80,1,,,,,,,,
220,37,status,37,f,80,1,,,,,,,,
220,37,neutral,37,f,80,5,,,,,,,,
220,37,neutral,37,f,80,5,,,,,,,,
220,37,status,37,f,80,5,,,,,,,,
220,39,neutral,37,f,80,5,,,,,,,,
220,39,status,37,f,80,1,,,,,,,,
220,37,mating,37,f,80,5,,,,,,,,
220,39,neutral,39,m,80,1,,,,,,,,
220,39,neutral,37,f,80,5,,,,,,,,
220,39,mating,39,m,80,1,,,,,,,,
220,37,status,37,f,80,1,,,,,,,,
220,39,status,39,m,80,1,,,,,,,,
220,37,status,39,m,80,5,,,,,,,,
220,37,neutral,37,f,80,1,,,,,,,,
220,39,mating,39,m,80,5,,,,,,,,
220,39,neutral,37,f,80,1,,,,,,,,
220,39,mating,39,m,80,1,,,,,,,,
220,37,neutral,39,m,80,1,,,,,,,,
220,37,mating,37,f,80,5,,,,,,,,
220,37,mating,37,f,80,1,,,,,,,,
220,39,mating,39,m,80,5,,,,,,,,
220,37,mating,37,f,80,5,,,,,,,,
220,37,neutral,39,m,80,5,,,,,,,,
220,39,status,39,m,80,5,,,,,,,,
220,37,mating,37,f,80,1,,,,,,,,
220,37,mating,37,f,80,1,,,,,,,,
220,39,status,39,m,80,1,,,,,,,,
220,37,status,37,f,80,5,,,,,,,,
220,39,neutral,39,m,80,1,,,,,,,,
220,37,status,39,m,80,1,,,,,,,,
220,37,status,37,f,80,1,,,,,,,,
220,37,neutral,37,f,80,5,,,,,,,,
220,39,neutral,37,f,80,5,,,,,,,,
220,37,mating,39,m,80,1,,,,,,,,
220,39,status,39,m,80,5,,,,,,,,
220,37,mating,37,f,80,5,,,,,,,,
220,37,mating,37,f,80,1,,,,,,,,
220,39,neutral,39,m,80,1,,,,,,,,
220,37,status,37,f,80,1,,,,,,,,
220,39,status,39,m,80,5,,,,,,,,
220,37,neutral,37,f,80,1,,,,,,,,
220,37,neutral,37,f,80,1,,,,,,,,
220,39,mating,39,m,80,5,,,,,,,,
220,39,mating,39,m,80,5,,,,,,,,
220,39,status,39,m,80,1,,,,,,,,
220,37,mating,37,f,80,1,,,,,,,,
220,37,status,37,f,80,5,,,,,,,,
220,37,status,39,m,80,5,,,,,,,,
220,39,neutral,39,m,80,1,,,,,,,,
220,39,mating,37,f,80,5,,,,,,,,
220,37,neutral,37,f,80,5,,,,,,,,
220,37,neutral,37,f,80,5,,,,,,,,
220,37,mating,37,f,80,5,,,,,,,,
220,37,status,37,f,80,5,,,,,,,,
220,39,status,39,m,80,1,,,,,,,,
220,37,mating,37,f,80,1,,,,,,,,
220,39,neutral,37,f,80,5,,,,,,,,
220,39,status,39,m,80,5,,,,,,,,
220,39,mating,39,m,80,5,,,,,,,,
220,37,neutral,37,f,80,5,,,,,,,,
220,39,status,39,m,80,5,,,,,,,,
220,37,mating,37,f,80,1,,,,,,,,
220,37,status,39,m,80,5,,,,,,,,
220,39,status,39,m,80,1,,,,,,,,
220,37,mating,37,f,80,5,,,,,,,,
220,37,mating,37,f,80,1,,,,,,,,
220,39,neutral,39,m,80,5,,,,,,,,
220,37,mating,37,f,80,5,,,,,,,,
220,37,status,37,f,80,1,,,,,,,,
220,37,status,37,f,80,1,,,,,,,,
220,37,status,37,f,80,1,,,,,,,,
220,37,mating,37,f,80,5,,,,,,,,
220,37,mating,37,f,80,5,,,,,,,,
220,37,status,39,m,80,1,,,,,,,,
220,37,neutral,37,f,80,1,,,,,,,,
220,39,mating,37,f,80,1,,,,,,,,
220,39,status,39,m,80,1,,,,,,,,
220,39,neutral,39,m,80,1,,,,,,,,
220,39,status,39,m,80,5,,,,,,,,
220,39,mating,39,m,80,5,,,,,,,,
220,39,neutral,39,m,80,5,,,,,,,,
220,39,status,39,m,80,5,,,,,,,,
220,39,neutral,37,f,80,5,,,,,,,,
220,39,status,39,m,80,1,,,,,,,,
220,37,status,39,m,80,1,,,,,,,,
220,39,neutral,39,m,80,1,,,,,,,,
220,37,status,37,f,80,5,,,,,,,,
220,37,neutral,37,f,80,1,,,,,,,,
220,37,neutral,39,m,80,1,,,,,,,,
220,37,status,37,f,80,5,,,,,,,,
220,37,neutral,37,f,80,1,,,,,,,,
220,39,mating,37,f,80,1,,,,,,,,
220,39,neutral,39,m,80,5,,,,,,,,
220,37,status,37,f,80,1,,,,,,,,
220,39,status,39,m,80,5,,,,,,,,
220,37,mating,37,f,80,5,,,,,,,,
220,37,neutral,39,m,80,5,,,,,,,,
220,37,neutral,37,f,80,1,,,,,,,,
220,37,mating,37,f,80,1,,,,,,,,
220,37,mating,37,f,80,5,,,,,,,,
220,37,mating,37,f,80,1,,,,,,,,
220,37,status,37,f,80,5,,,,,,,,
220,39,neutral,37,f,80,5,,,,,,,,
220,37,mating,37,f,80,5,,,,,,,,
220,39,mating,39,m,80,5,,,,,,,,
220,37,neutral,37,f,80,1,,,,,,,,
220,39,status,39,m,80,5,,,,,,,,
220,39,neutral,37,f,80,5,,,,,,,,
220,39,status,37,f,80,1,,,,,,,,
220,39,mating,39,m,80,1,,,,,,,,
220,39,status,39,m,80,1,,,,,,,,
220,39,mating,39,m,80,1,,,,,,,,
220,37,neutral,39,m,80,5,,,,,,,,
220,39,mating,39,m,80,5,,,,,,,,
220,39,mating,39,m,80,1,,,,,,,,
220,39,status,39,m,80,1,,,,,,,,
220,39,neutral,39,m,80,5,,,,,,,,
220,39,neutral,39,m,80,1,,,,,,,,
220,39,neutral,39,m,80,1,,,,,,,,
220,37,mating,39,m,80,5,,,,,,,,
220,37,mating,37,f,80,5,,,,,,,,
220,37,mating,37,f,80,1,,,,,,,,
220,37,neutral,37,f,80,1,,,,,,,,
220,39,neutral,37,f,80,1,,,,,,,,
220,37,neutral,37,f,80,5,,,,,,,,
220,39,status,39,m,80,5,,,,,,,,
220,37,mating,37,f,80,5,,,,,,,,
220,39,status,39,m,80,1,,,,,,,,
220,39,status,39,m,80,1,,,,,,,,
220,39,status,39,m,80,5,,,,,,,,
220,39,mating,39,m,80,1,,,,,,,,
220,39,mating,39,m,80,5,,,,,,,,
220,39,neutral,39,m,80,5,,,,,,,,
220,39,neutral,39,m,80,1,,,,,,,,
220,39,neutral,39,m,80,5,,,,,,,,
220,37,status,37,f,80,5,,,,,,,,
220,37,mating,37,f,80,1,,,,,,,,
220,39,status,39,m,80,1,,,,,,,,
220,39,status,39,m,80,5,,,,,,,,
220,37,mating,37,f,80,5,,,,,,,,
220,39,status,39,m,80,1,,,,,,,,
220,39,status,37,f,80,5,,,,,,,,
220,37,neutral,37,f,80,5,,,,,,,,
220,37,mating,37,f,80,5,,,,,,,,
220,37,status,37,f,80,1,,,,,,,,
220,37,mating,39,m,80,5,,,,,,,,
220,37,status,39,m,80,5,,,,,,,,
220,37,mating,37,f,80,5,,,,,,,,
220,39,mating,39,m,80,1,,,,,,,,
220,37,mating,39,m,80,5,,,,,,,,
220,39,neutral,39,m,80,5,,,,,,,,
220,37,mating,37,f,80,1,,,,,,,,
220,39,neutral,39,m,80,5,,,,,,,,
220,37,status,37,f,80,5,,,,,,,,
220,39,status,39,m,80,1,,,,,,,,
220,37,mating,37,f,80,5,,,,,,,,
220,39,mating,39,m,80,1,,,,,,,,
220,39,mating,37,f,80,1,,,,,,,,
220,37,neutral,37,f,80,1,,,,,,,,
220,37,mating,37,f,80,5,,,,,,,,
220,39,neutral,39,m,80,1,,,,,,,,
220,39,status,39,m,80,5,,,,,,,,
220,39,neutral,37,f,80,5,,,,,,,,
220,37,neutral,37,f,80,1,,,,,,,,
220,37,mating,37,f,80,5,,,,,,,,
220,39,status,39,m,80,1,,,,,,,,
220,39,mating,39,m,80,5,,,,,,,,
220,37,status,37,f,80,5,,,,,,,,
220,39,neutral,39,m,80,1,,,,,,,,
220,39,neutral,37,f,80,5,,,,,,,,
220,39,neutral,39,m,80,5,,,,,,,,
220,37,status,37,f,80,5,,,,,,,,
220,37,mating,37,f,80,1,,,,,,,,
220,39,neutral,37,f,80,5,,,,,,,,
220,39,mating,39,m,80,5,,,,,,,,
220,37,mating,37,f,80,5,,,,,,,,
220,39,status,39,m,80,1,,,,,,,,
220,39,status,37,f,80,1,,,,,,,,
220,37,neutral,37,f,80,1,,,,,,,,
220,37,neutral,39,m,80,5,,,,,,,,
220,39,mating,39,m,80,5,,,,,,,,
220,39,status,39,m,80,5,,,,,,,,
220,37,status,37,f,80,1,,,,,,,,
220,37,mating,37,f,80,1,,,,,,,,
220,37,status,37,f,80,5,,,,,,,,
220,39,mating,37,f,80,5,,,,,,,,
220,39,mating,39,m,80,5,,,,,,,,
220,39,status,39,m,80,1,,,,,,,,
220,39,neutral,39,m,80,5,,,,,,,,
220,39,neutral,39,m,80,1,,,,,,,,
220,39,mating,39,m,80,5,,,,,,,,
220,37,mating,37,f,80,5,,,,,,,,
220,39,status,39,m,80,5,,,,,,,,
220,37,neutral,37,f,80,5,,,,,,,,
220,39,status,39,m,80,1,,,,,,,,
220,37,neutral,37,f,80,1,,,,,,,,
220,37,status,37,f,80,5,,,,,,,,
220,39,status,39,m,80,5,,,,,,,,
220,37,mating,37,f,80,1,,,,,,,,
220,37,neutral,37,f,80,1,,,,,,,,
220,39,neutral,39,m,80,1,,,,,,,,
220,37,neutral,37,f,80,5,,,,,,,,
220,37,status,37,f,80,1,,,,,,,,
223,39,status,39,m,80,5,,,,,,,,
223,37,status,37,f,80,5,,,,,,,,
223,39,status,39,m,80,5,,,,,,,,
223,37,neutral,39,m,80,5,,,,,,,,
223,37,neutral,37,f,80,1,,,,,,,,
223,39,mating,39,m,80,5,,,,,,,,
223,39,neutral,39,m,80,1,,,,,,,,
223,39,neutral,37,f,80,1,,,,,,,,
223,37,neutral,39,m,80,1,,,,,,,,
223,39,mating,39,m,80,5,,,,,,,,
223,39,status,37,f,80,5,,,,,,,,
223,37,mating,37,f,80,1,,,,,,,,
223,39,mating,39,m,80,1,,,,,,,,
223,39,status,39,m,80,5,,,,,,,,
223,37,neutral,37,f,80,5,,,,,,,,
223,39,status,39,m,80,5,,,,,,,,
223,37,mating,39,m,80,1,,,,,,,,
223,39,status,39,m,80,1,,,,,,,,
223,39,neutral,37,f,80,5,,,,,,,,
223,37,neutral,37,f,80,5,,,,,,,,
223,37,neutral,39,m,80,5,,,,,,,,
223,39,status,39,m,80,1,,,,,,,,
223,37,mating,37,f,80,5,,,,,,,,
223,37,status,37,f,80,1,,,,,,,,
223,39,mating,39,m,80,5,,,,,,,,
223,37,neutral,37,f,80,5,,,,,,,,
223,37,neutral,37,f,80,1,,,,,,,,
223,39,status,39,m,80,1,,,,,,,,
223,37,status,37,f,80,5,,,,,,,,
223,39,status,39,m,80,1,,,,,,,,
223,39,neutral,39,m,80,1,,,,,,,,
223,39,mating,39,m,80,5,,,,,,,,
223,39,mating,39,m,80,1,,,,,,,,
223,37,neutral,37,f,80,5,,,,,,,,
223,39,neutral,39,m,80,5,,,,,,,,
223,39,neutral,37,f,80,5,,,,,,,,
223,37,status,37,f,80,5,,,,,,,,
223,39,neutral,39,m,80,5,,,,,,,,
223,37,status,37,f,80,1,,,,,,,,
223,39,status,39,m,80,1,,,,,,,,
223,39,mating,39,m,80,5,,,,,,,,
223,37,mating,37,f,80,1,,,,,,,,
223,39,status,39,m,80,5,,,,,,,,
223,37,neutral,37,f,80,5,,,,,,,,
223,37,status,39,m,80,5,,,,,,,,
223,39,mating,37,f,80,1,,,,,,,,
223,37,status,37,f,80,5,,,,,,,,
223,39,mating,39,m,80,5,,,,,,,,
223,37,status,37,f,80,5,,,,,,,,
223,39,status,39,m,80,1,,,,,,,,
223,37,mating,37,f,80,5,,,,,,,,
223,39,neutral,39,m,80,1,,,,,,,,
223,37,neutral,39,m,80,1,,,,,,,,
223,39,neutral,39,m,80,1,,,,,,,,
223,39,status,39,m,80,5,,,,,,,,
223,37,status,37,f,80,1,,,,,,,,
223,37,neutral,37,f,80,1,,,,,,,,
223,37,status,37,f,80,5,,,,,,,,
223,37,status,39,m,80,5,,,,,,,,
223,39,status,39,m,80,5,,,,,,,,
223,39,status,39,m,80,5,,,,,,,,
223,37,neutral,37,f,80,5,,,,,,,,
223,37,neutral,39,m,80,1,,,,,,,,
223,37,status,37,f,80,1,,,,,,,,
223,39,neutral,39,m,80,1,,,,,,,,
223,37,neutral,37,f,80,1,,,,,,,,
223,37,neutral,37,f,80,5,,,,,,,,
223,39,mating,39,m,80,5,,,,,,,,
223,37,status,37,f,80,1,,,,,,,,
223,39,neutral,37,f,80,5,,,,,,,,
223,37,neutral,37,f,80,1,,,,,,,,
223,39,status,39,m,80,1,,,,,,,,
223,37,neutral,37,f,80,5,,,,,,,,
223,37,mating,39,m,80,5,,,,,,,,
223,37,neutral,37,f,80,1,,,,,,,,
223,39,neutral,39,m,80,1,,,,,,,,
223,39,neutral,39,m,80,5,,,,,,,,
223,37,mating,37,f,80,1,,,,,,,,
223,37,status,37,f,80,5,,,,,,,,
223,39,neutral,39,m,80,5,,,,,,,,
223,37,neutral,37,f,80,1,,,,,,,,
223,39,neutral,39,m,80,5,,,,,,,,
223,37,status,39,m,80,1,,,,,,,,
223,37,mating,37,f,80,5,,,,,,,,
223,37,mating,37,f,80,5,,,,,,,,
223,39,status,39,m,80,1,,,,,,,,
223,37,status,37,f,80,1,,,,,,,,
223,39,mating,39,m,80,5,,,,,,,,
223,37,mating,39,m,80,1,,,,,,,,
223,37,neutral,37,f,80,5,,,,,,,,
223,37,status,39,m,80,1,,,,,,,,
223,37,neutral,37,f,80,5,,,,,,,,
223,39,mating,37,f,80,1,,,,,,,,
223,39,neutral,39,m,80,1,,,,,,,,
223,37,neutral,39,m,80,5,,,,,,,,
223,37,neutral,37,f,80,1,,,,,,,,
223,39,mating,37,f,80,5,,,,,,,,
223,39,neutral,39,m,80,1,,,,,,,,
223,39,status,39,m,80,5,,,,,,,,
223,39,status,39,m,80,5,,,,,,,,
223,39,mating,37,f,80,1,,,,,,,,
223,37,status,37,f,80,1,,,,,,,,
223,37,status,37,f,80,5,,,,,,,,
223,37,status,37,f,80,5,,,,,,,,
223,37,neutral,39,m,80,5,,,,,,,,
223,39,status,37,f,80,1,,,,,,,,
223,39,status,39,m,80,1,,,,,,,,
223,37,status,37,f,80,5,,,,,,,,
223,39,status,39,m,80,5,,,,,,,,
223,37,neutral,37,f,80,1,,,,,,,,
223,37,neutral,37,f,80,5,,,,,,,,
223,39,mating,39,m,80,1,,,,,,,,
223,39,mating,39,m,80,5,,,,,,,,
223,39,status,37,f,80,1,,,,,,,,
223,37,status,39,m,80,1,,,,,,,,
223,37,neutral,37,f,80,1,,,,,,,,
223,39,neutral,39,m,80,5,,,,,,,,
223,39,neutral,39,m,80,1,,,,,,,,
223,37,mating,37,f,80,5,,,,,,,,
223,37,mating,39,m,80,1,,,,,,,,
223,37,neutral,37,f,80,5,,,,,,,,
223,39,status,39,m,80,5,,,,,,,,
223,39,neutral,37,f,80,1,,,,,,,,
223,39,neutral,39,m,80,1,,,,,,,,
223,37,status,37,f,80,1,,,,,,,,
223,37,neutral,37,f,80,5,,,,,,,,
223,37,status,37,f,80,1,,,,,,,,
223,37,status,37,f,80,1,,,,,,,,
223,37,neutral,39,m,80,5,,,,,,,,
223,39,neutral,39,m,80,5,,,,,,,,
223,37,mating,39,m,80,1,,,,,,,,
223,37,neutral,37,f,80,5,,,,,,,,
223,37,neutral,37,f,80,1,,,,,,,,
223,39,mating,39,m,80,5,,,,,,,,
223,37,neutral,37,f,80,1,,,,,,,,
223,37,mating,39,m,80,1,,,,,,,,
223,37,neutral,37,f,80,5,,,,,,,,
223,37,status,39,m,80,5,,,,,,,,
223,39,status,39,m,80,5,,,,,,,,
223,37,mating,37,f,80,5,,,,,,,,
223,37,status,39,m,80,1,,,,,,,,
223,37,neutral,37,f,80,5,,,,,,,,
223,37,status,37,f,80,1,,,,,,,,
223,39,status,39,m,80,1,,,,,,,,
223,39,neutral,39,m,80,5,,,,,,,,
223,37,status,37,f,80,5,,,,,,,,
223,39,status,37,f,80,5,,,,,,,,
223,39,mating,39,m,80,1,,,,,,,,
223,39,status,39,m,80,1,,,,,,,,
223,39,neutral,39,m,80,1,,,,,,,,
223,39,status,39,m,80,1,,,,,,,,
223,39,mating,39,m,80,5,,,,,,,,
223,39,neutral,39,m,80,1,,,,,,,,
223,37,status,37,f,80,5,,,,,,,,
223,37,mating,37,f,80,1,,,,,,,,
223,39,mating,39,m,80,1,,,,,,,,
223,39,status,37,f,80,1,,,,,,,,
223,37,neutral,37,f,80,1,,,,,,,,
223,37,mating,37,f,80,5,,,,,,,,
223,37,neutral,37,f,80,1,,,,,,,,
223,39,status,39,m,80,5,,,,,,,,
223,37,status,37,f,80,5,,,,,,,,
223,39,status,39,m,80,5,,,,,,,,
223,37,mating,37,f,80,1,,,,,,,,
223,39,status,39,m,80,1,,,,,,,,
223,37,neutral,37,f,80,5,,,,,,,,
223,37,neutral,37,f,80,1,,,,,,,,
223,39,status,39,m,80,5,,,,,,,,
223,37,neutral,37,f,80,1,,,,,,,,
223,37,neutral,37,f,80,5,,,,,,,,
223,39,mating,39,m,80,1,,,,,,,,
223,39,mating,39,m,80,5,,,,,,,,
223,37,neutral,37,f,80,5,,,,,,,,
223,37,neutral,39,m,80,1,,,,,,,,
223,37,status,39,m,80,5,,,,,,,,
223,37,mating,39,m,80,1,,,,,,,,
223,37,status,37,f,80,1,,,,,,,,
223,39,neutral,39,m,80,1,,,,,,,,
223,37,mating,37,f,80,5,,,,,,,,
223,37,mating,37,f,80,1,,,,,,,,
223,37,mating,37,f,80,1,,,,,,,,
223,39,mating,39,m,80,5,,,,,,,,
